sigma_exc,sigma_inh,g_exc,g_inh,center_error,pva_magnitude,circular_std,cwce,angular_Zscore,nmse,composite_error,error_message
0.16250000000000003,0.25,1.0,-0.4750000000000001,0.0024528211337989676,0.9709337559840516,0.24288690860650664,0.0025262496987248223,0.010098613992295094,0.1910826714951557,0.09831893345565432,
0.16250000000000003,0.3,0.75,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.3,0.875,-0.4750000000000001,0.003987089234032762,0.9953154667254472,0.09690748207918762,0.0040058547538617045,0.04114325487040026,0.6168334510336306,0.31784713291705385,
0.16250000000000003,0.3,0.875,-0.3,0.0003354515705252042,0.9636803195787395,0.27201341028191356,0.00034809423854468684,0.0012332170321218486,0.14251746480624042,0.07160980408110798,
0.16250000000000003,0.3,1.0,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.3,1.0,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.3,1.0,-0.4750000000000001,0.0035615665703503407,0.989196442181181,0.1473928756412972,0.0036004643592251833,0.024163763376311015,0.44309206466288004,0.2274589243144698,
0.16250000000000003,0.3,1.0,-0.3,0.001659723545856801,0.9432906971625464,0.3417038623937395,0.0017595037598210962,0.00485719866971925,0.07765010957881067,0.040324345651295515,
0.2,0.1,0.5,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.3,1.0,-0.65,0.006542459270593869,0.9985657213346355,0.05357794720249313,0.006551856392918199,0.12211104777619085,0.7847673922950271,0.4187714626206272,
0.2,0.1,0.5,-0.825,0.006035056649902137,0.9652578140570872,0.26593246563514744,0.006252274262368695,0.022693944627964608,0.165509684323947,0.08916931336627704,
0.2,0.1,0.5,-0.4750000000000001,0.0008580247348308258,0.8795392929198786,0.5066695728050892,0.000975538821269693,0.0016934601580286717,0.09414878365162888,0.04770574550380108,
0.2,0.1,0.625,-0.825,0.003873775227849173,0.8778010912353624,0.5105590018570213,0.004413044392855584,0.007587321374727222,0.08421757171616244,0.04495016345088334,
0.2,0.1,0.5,-0.65,0.0037929678609153286,0.9082481337920403,0.43872007385600675,0.004176136099854002,0.008645530685610312,0.026854375584284513,0.01640913475922052,
0.2,0.1,0.625,-0.4750000000000001,0.0024902203889051026,0.818827314791587,0.6322690155282725,0.0030412033325083877,0.003938545662916088,0.299052824044579,0.15122648215462522,
0.2,0.1,0.625,-1.0,0.0022362035761908936,0.9119419948934006,0.42936903021867856,0.0024521335394045037,0.0052081156739506584,0.01541884802450372,0.009486687208863344,
0.2,0.1,0.75,-0.825,5.373075589237833e-05,0.8126767842317896,0.6440835280419489,6.611577477509881e-05,8.342203076629351e-05,0.2971134105478842,0.1485932244125279,
0.2,0.1,0.75,-1.0,0.005768248887053573,0.8448070331114251,0.5807702283149985,0.0068278892015496305,0.009932067116782349,0.1694445044154498,0.08875703239154627,
0.2,0.1,0.625,-0.3,0.0011355940216928523,0.7900452690962741,0.6865348058937581,0.0014373784031617128,0.0016540953378386856,0.41602228745411896,0.20877317631557574,
0.2,0.1,0.75,-0.65,0.00030787950918950013,0.7823208028033088,0.7007001869749837,0.0003935463612252218,0.00043938836454241164,0.4369610857790339,0.218686484470793,
0.2,0.1,0.625,-0.65,0.001077829301783374,0.8468407352574963,0.5766153382222199,0.0012727650479968837,0.00186923453182231,0.19386709147435552,0.09768922215794129,
0.2,0.1,0.875,-0.65,0.0013720365561996249,0.7147737923418046,0.8194988062245576,0.001919539512646432,0.0016742386270464705,0.7443057260191801,0.3730635725887933,
0.2,0.1,0.5,-0.3,0.0020195988480097037,0.8511793017369023,0.5676838301563514,0.0023727066907776977,0.003557612073349819,0.1747333241436735,0.08878999649374003,
0.2,0.1,0.875,-1.0,0.002600597848893021,0.7781142593990017,0.7083528636982451,0.0033421798714752594,0.0036713310302940528,0.450245163466164,0.22685950190058338,
0.2,0.1,0.875,-0.825,0.0005407355739387201,0.74495391796249,0.7673759237504642,0.0007258644509972263,0.0007046553810235997,0.5802208912507397,0.29046913603687374,
0.2,0.1,0.75,-0.3,0.0009977924572317184,0.7221905271838501,0.8068039080081435,0.001381619400778312,0.001236722389824675,0.7532999803719758,0.3773118204841863,
0.2,0.1,0.875,-0.4750000000000001,4.015685051990776e-05,0.6812752197963048,0.8761151740805115,5.894365267311171e-05,4.583512728455209e-05,0.8940921258994645,0.4470729130709911,
0.2,0.1,0.875,-0.3,0.006614113649221161,0.6505797562345028,0.9272446986515045,0.010166491478059723,0.007133083272236651,1.0940449024882717,0.5514990153420011,
0.2,0.1,1.0,-0.825,0.0025538702616411195,0.6726864795817813,0.8904784085204763,0.0037965237910886195,0.0028679755030606045,0.9691128502104709,0.48626897734317415,
0.2,0.1,1.0,-0.65,0.00030388915572158515,0.6421663112517548,0.9411779231091193,0.0004732249974262485,0.0003228817296497004,1.0873623759568913,0.5438877318236035,
0.2,0.1,1.0,-1.0,0.0011047133252281812,0.7060457913840475,0.8343562417954328,0.0015646482467038733,0.0013240307555570903,0.7246406353550249,0.363054518302635,
0.2,0.1,0.75,-0.4750000000000001,0.0011840993686799842,0.7517888510166142,0.7553803867989518,0.0015750424488582787,0.0015675537641343844,0.6075815009930136,0.30457677398399113,
0.2,0.1,1.0,-0.3,0.0021500823031997108,0.5716924093703745,1.0575009792936945,0.003760907492122554,0.0020331728719870804,1.430403127398717,0.7167364705213927,
0.2,0.1,1.0,-0.4750000000000001,0.0005081986123397455,0.6062036526097989,1.0005391271311272,0.0008383298282162684,0.0005079247763122638,1.230523472041347,0.6156148199244008,
0.2,0.15,0.5,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.15,0.5,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.15,0.5,-0.3,9.351961902554364e-05,0.8940201388147779,0.4733433557967396,0.00010460571738738175,0.00019757247647034113,0.06660169332709569,0.03337174287405813,
0.2,0.15,0.5,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.15,0.625,-0.65,0.0016344327363966263,0.9480072099161668,0.32678176451813434,0.0017240720345369951,0.00500160325288263,0.06376806867059377,0.03340157659623451,
0.2,0.15,0.5,-0.4750000000000001,0.002259930096409395,0.9502393748182497,0.31950380940133066,0.002378274498527176,0.0070732493006701,0.07225776502390965,0.038257014721647,
0.2,0.15,0.625,-0.3,0.003185851094837272,0.8354033356072474,0.5997343113917701,0.003813548403402077,0.005312104100637571,0.24197088958065813,0.1231919301314772,
0.2,0.15,0.625,-0.4750000000000001,0.003772817877555648,0.888226464295665,0.4868850580692391,0.004247585482686013,0.007748888192455316,0.07248511796859096,0.039066612267592345,
0.2,0.15,0.625,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.15,0.75,-0.825,0.0034512832390597363,0.9451198165407126,0.33598678234336715,0.003651688539528343,0.010272080392533542,0.059526469979310666,0.03291315763002054,
0.2,0.15,0.75,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.15,0.75,-0.65,0.004250606774932385,0.8791798766334432,0.5074756211877439,0.004834740693635309,0.008375982209714554,0.07904655405440938,0.042648895677238195,
0.2,0.15,0.75,-0.4750000000000001,0.006004735156237626,0.8256538790319712,0.6189985683621659,0.007272702564603445,0.009700725434835503,0.2733943902874744,0.14081915100008535,
0.2,0.15,0.75,-0.3,0.004872714403895321,0.7708277515277477,0.7215127532873108,0.006321404919612403,0.006753469542561192,0.5357798314987511,0.2711370311337715,
0.2,0.15,0.625,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.15,0.875,-1.0,0.0017818105713368975,0.9419680450966376,0.3457858203217724,0.001891582800176912,0.005152931284686071,0.04590046101086873,0.024548291602424655,
0.2,0.15,0.875,-0.825,0.0009190021654246884,0.8728633947081376,0.5214905596988292,0.0010528590847865577,0.0017622604059322373,0.0931040348644018,0.047220327238823315,
0.2,0.15,0.875,-0.65,0.00034041693962797456,0.8173200213399848,0.6351764252490715,0.0004165038498687787,0.0005359407655825498,0.2895099137256104,0.14498709617088235,
0.2,0.15,0.875,-0.4750000000000001,0.0005384561099274156,0.761134322419406,0.7388442539255125,0.0007074389986007245,0.0007287816167840167,0.5571102967031051,0.27891313637448956,
0.2,0.15,1.0,-1.0,0.002201801418818394,0.8650315644665063,0.5384965560577556,0.0025453422554850874,0.004088793872587447,0.11818526024513644,0.06067399157373123,
0.2,0.15,1.0,-0.825,0.0025333144038082044,0.8102530969357992,0.6487042506845829,0.0031265716627593663,0.0039051916202719143,0.34043035274386213,0.17193418619481327,
0.2,0.15,1.0,-0.65,0.001555651777026255,0.7510482743218246,0.756683997337675,0.002071307277442175,0.0020558803708016515,0.5958545830233842,0.2989598597690851,
0.2,0.15,1.0,-0.4750000000000001,0.00013397713654157475,0.6913293249098633,0.8592310079577036,0.0001937964003206126,0.00015592679419242967,0.8492490949253704,0.42471387174161984,
0.2,0.2,0.5,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.15,1.0,-0.3,0.0007735577978603789,0.6318315225338567,0.958261428646476,0.0012243102124994494,0.000807251314448723,1.1267772898074706,0.5639173882303748,
0.2,0.2,0.5,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.2,0.5,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.2,0.5,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.2,0.625,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.2,0.5,-0.3,0.0015567448489513858,0.9414843664509882,0.3472679810726748,0.0016535004593699987,0.004482834392456115,0.05059938597682438,0.026692310004714413,
0.2,0.2,0.625,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.2,0.625,-0.4750000000000001,0.005510675690756947,0.9633946381026312,0.27310122672667625,0.005720060518926497,0.020178143309008686,0.13818986440719425,0.0748465790210768,
0.2,0.2,0.625,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.2,0.625,-0.3,0.000357072357179979,0.8877920036850383,0.4878888853963252,0.00040220271378410647,0.0007318722927863371,0.09633246013925888,0.04843326534232194,
0.2,0.15,0.875,-0.3,0.001726861650800327,0.7002111876406907,0.8442431859707786,0.0024662011356271626,0.0020454552426320653,0.8209917287299512,0.41164481575419015,
0.2,0.2,0.75,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.2,0.75,-0.65,0.0062169344840837335,0.9878234151241791,0.15653317039173517,0.006293568593296118,0.03971640303793389,0.41167443181093666,0.21566856709104396,
0.2,0.2,0.75,-0.4750000000000001,0.0035439116067949375,0.90949601707504,0.4355792678382285,0.0038965663414630165,0.008136088809697722,0.04763830412692215,0.026615339727839527,
0.2,0.2,0.75,-0.3,0.008488462701765828,0.8315645307666396,0.6073653985503876,0.01020782186544427,0.013975874690961041,0.26867445490210434,0.14019474894887765,
0.2,0.2,0.875,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.2,0.875,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.2,0.875,-0.65,0.0002495361675316273,0.931076822806413,0.3779245372512391,0.000268008137179706,0.0006602804076882128,0.03808969448521099,0.01925730576529705,
0.2,0.2,0.875,-0.4750000000000001,0.0008858146559949934,0.854769253900759,0.5602208729576357,0.001036320201726204,0.0015811882397712435,0.1796312123695001,0.09044273989322217,
0.2,0.2,0.875,-0.3,0.0036583226869153235,0.7684453907810819,0.7257902796347653,0.004760680047270557,0.005040468010616341,0.5369071983070325,0.27088989676982067,
0.2,0.2,0.75,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.2,1.0,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.2,1.0,-0.4750000000000001,0.004063120176868622,0.7932879100242624,0.6805424987318628,0.0051218732496826035,0.005970413580988587,0.4386893404982169,0.22207531494021093,
0.2,0.2,1.0,-0.825,0.003871589764196184,0.9527678110593341,0.31107566455425373,0.004063518601931329,0.01244581368891025,0.08390258467137315,0.045659510654048024,
0.2,0.2,1.0,-0.65,0.003994831105490106,0.8783064834393691,0.5094303973963874,0.004548333793874968,0.007841760377682628,0.11978044909596693,0.06282307676168247,
0.2,0.2,1.0,-0.3,0.00130906547239337,0.7020300323339931,0.8411647645074681,0.0018646858303117714,0.0015562533377867704,0.8565934868359525,0.42916739983462715,
0.2,0.25,0.5,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.25,0.5,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.25,0.5,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.25,0.5,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.25,0.625,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.25,0.5,-0.3,0.0013883624618581242,0.9789823567399699,0.20611476470839524,0.001418169018183032,0.006735870978589701,0.27736735497335196,0.14045630238784884,
0.2,0.25,0.625,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.25,0.625,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.25,0.625,-0.3,0.0008104307952045295,0.9379256101291863,0.3580073444988704,0.0008640672328504086,0.0022637267297936302,0.053202865547568104,0.0273133982895979,
0.2,0.25,0.75,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.25,0.75,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.25,0.75,-0.4750000000000001,0.0046605306715974265,0.9739023027638826,0.22997510853604738,0.0047854190410238275,0.020265370027499792,0.21666801586556758,0.1138227076505909,
0.2,0.25,0.75,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.25,0.625,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.25,0.75,-0.3,0.0016787676098475703,0.8921186900069141,0.4778202245588988,0.0018817760571934647,0.0035133875117934364,0.09883986331150321,0.05068714197526833,
0.2,0.25,0.875,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.25,1.0,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.25,0.875,-0.65,0.005244340275520279,0.9931755002167217,0.11702891186446789,0.005280376148598253,0.044812347581201055,0.5500013927992536,0.2855472787604465,
0.2,0.25,0.875,-0.4750000000000001,0.0012760793590480136,0.9358545677903123,0.364129592820117,0.0013635444964761737,0.0035044648504534135,0.05283102068716583,0.02752546666261645,
0.2,0.25,0.875,-0.3,0.0049702625680551685,0.8410027874608763,0.5884900894052429,0.00590992394206202,0.008445788055799479,0.2595857627548643,0.13325501617121063,
0.2,0.25,1.0,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.3,0.5,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.25,1.0,-0.3,0.002063863880477436,0.7806144130012288,0.7038095588893835,0.0026438966789039038,0.002932418087265294,0.5367496539636195,0.26975447960293397,
0.2,0.25,1.0,-0.65,0.0003038657318100658,0.9690015987616363,0.25095420643624267,0.0003135864059074162,0.0012108413567766428,0.17701699800768564,0.08884474319697037,
0.2,0.3,0.5,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.25,1.0,-0.4750000000000001,9.011287759831267e-05,0.8937432861089,0.4739972275430016,0.00010082635359687518,0.00019011266809601228,0.10086116951612119,0.05049885519775886,
0.2,0.3,0.5,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.25,0.875,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.3,0.5,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.3,0.625,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.3,0.5,-0.3,0.008609427120280103,0.9938158570487976,0.11138522256689147,0.008663000265679366,0.07729415915212436,0.5644782803414575,0.3002968720808574,
0.2,0.3,0.625,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.3,0.625,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.3,0.75,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.3,0.625,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.3,0.625,-0.3,0.002311747872113876,0.9707553814545397,0.2436421822241965,0.0023813907112584243,0.009488290783681434,0.19039879862592646,0.09781147468307705,
0.2,0.3,0.875,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.3,0.875,-0.65,0.005819471372271831,0.9992555508891325,0.03859316891003559,0.005823806841859049,0.1507901925814276,0.842025340053754,0.4529178505957202,
0.2,0.3,0.75,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.3,0.875,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.3,1.0,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.3,0.75,-0.4750000000000001,0.003190639841370838,0.9929772632724072,0.11872238318885064,0.003213205304141475,0.026874796105596326,0.543719043591676,0.2781984426081997,
0.2,0.3,0.75,-0.3,0.002222463140971618,0.9384613271384891,0.3564088109093535,0.00236819893694102,0.0062357132398078215,0.06178515059031007,0.0328501776241989,
0.2,0.3,0.75,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.3,1.0,-0.65,0.00036358819052002877,0.9927100126592027,0.1209684179840238,0.00036625820453194775,0.0030056455774105234,0.530852546498366,0.2661372798260247,
0.2,0.3,1.0,-0.4750000000000001,0.002754015189121796,0.9544780739931081,0.3052559476883991,0.002885362414609073,0.009021986991496905,0.09839940034598565,0.05186970629567493,
0.2,0.3,0.875,-0.3,0.004068120048260765,0.9006619143390021,0.457439207975582,0.004516811400955323,0.008893247402784766,0.08636691544564733,0.046317150623667216,
0.2,0.3,0.875,-0.4750000000000001,0.003634910688560748,0.9776035663220262,0.2128428166712979,0.0037181847290658795,0.01707791103974297,0.25772890657870295,0.13339549091601982,
0.2,0.3,1.0,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.2,0.3,1.0,-0.3,0.0012230414659321251,0.8542979882698025,0.5612044225602022,0.0014316333040802313,0.0021793154450790624,0.2617711840039071,0.13175094508219343,
