sigma_exc,sigma_inh,g_exc,g_inh,center_error,pva_magnitude,circular_std,cwce,angular_Zscore,nmse,composite_error,error_message
0.125,0.1,1.0,-0.825,0.0002451400230176419,0.9399463342703905,0.3519445578799567,0.00026080214526279753,0.0006965302276424337,0.049436678288359556,0.024935885833287104,
0.125,0.1,0.875,-0.3,0.0010545086507059152,0.8971241022611994,0.4659636525950456,0.0011754322911330833,0.0022630706168456356,0.09926848629548508,0.050439486958451595,
0.125,0.1,1.0,-0.3,0.0001127870483196091,0.8755456256572665,0.5155734736459701,0.0001288191542807938,0.00021876037865566533,0.15976376087568597,0.07996427825985836,
0.125,0.1,1.0,-1.0,0.0015399730484521484,0.9682394745185322,0.2540701515019435,0.0015904877595628285,0.006061211989478301,0.1701819446345019,0.08678036104301545,
0.125,0.1,1.0,-0.65,0.002105544448218311,0.9167695597957689,0.4168911736438234,0.0022966997570473117,0.005050585335772091,0.05683042650324893,0.030114340245893077,
0.125,0.1,1.0,-0.4750000000000001,0.0024627769850332068,0.8958691886665223,0.4689581224266564,0.0027490363422461505,0.005251592556472625,0.10088537325918158,0.052317716043559157,
0.125,0.15,0.5,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.15,0.5,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.15,0.5,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.1,0.75,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.15,0.5,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.15,0.5,-0.3,0.022400984292907215,0.9977083851262293,0.06773824058159274,0.02245243640560232,0.3306992342962401,0.7825803311642798,0.46416574336306865,
0.125,0.15,0.625,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.15,0.625,-0.3,0.0034251595151998074,0.969366807120985,0.2494481368290983,0.003533398765776319,0.013730948479869585,0.17800758196893265,0.09281000031017314,
0.125,0.15,0.625,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.15,0.625,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.15,0.75,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.15,0.875,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.15,0.75,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.15,0.75,-0.4750000000000001,2.0076903012205046e-05,0.9860266210963571,0.1677612322244318,2.036142065441139e-05,0.00011967546223877319,0.38592839679411656,0.19299424191570236,
0.125,0.15,0.875,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.15,0.75,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.15,0.875,-0.4750000000000001,0.002340406423810406,0.9647390514966321,0.2679463259784986,0.0024259476134195863,0.008734609124658095,0.14891915962884192,0.07693428592337845,
0.125,0.15,0.875,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.15,0.75,-0.3,0.0021455146909822335,0.95028785270592,0.31934409940432174,0.0022577523876532906,0.006718504256018196,0.08206516760101897,0.04305361036800911,
0.125,0.15,0.875,-0.3,0.001605126314111382,0.9305439464639654,0.3794363303591639,0.0017249333607095854,0.0042302915817049305,0.05335524852569563,0.028041162587401674,
0.125,0.15,1.0,-0.4750000000000001,0.0032126653363516037,0.9471585978360538,0.32951089604034645,0.0033918979458904862,0.009749800006486686,0.07765854094911058,0.041796799859619774,
0.125,0.15,1.0,-0.65,2.579370688782198e-16,0.9794537026332758,0.20376603657760192,2.633478903099486e-16,1.2658491729557074e-15,0.28129692701844916,0.1406484635092249,
0.125,0.15,1.0,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.15,0.625,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.15,1.0,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,0.5,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,0.5,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,0.5,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,0.5,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,0.625,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,0.625,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,0.5,-0.3,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,0.625,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.15,1.0,-0.3,0.0026711145604880397,0.9104222417641084,0.4332361346064242,0.002933929344666467,0.006165493473702577,0.07788030292286323,0.04105342895957207,
0.125,0.2,0.75,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,0.625,-0.3,0.0007990444457624682,0.9923967591177092,0.12354985062582423,0.0008051663111245909,0.006467384960119515,0.5252838832193094,0.264176968495016,
0.125,0.2,0.625,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,0.75,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,0.75,-0.3,0.0010079711674980888,0.9756751498684816,0.22192600556123263,0.0010331011887542167,0.004541924525469706,0.23587179655234558,0.119154213537893,
0.125,0.2,0.75,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,0.875,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,0.875,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,0.875,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,0.875,-0.4750000000000001,0.010470958371583279,0.9950976799595508,0.09913995944219126,0.010522543140471874,0.10561794084340854,0.6150586920009261,0.33180969711128633,
0.125,0.2,0.75,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,1.0,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,1.0,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,1.0,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,1.0,-0.3,0.0036626083883936167,0.944774782304651,0.3370717873434821,0.0038766999482058324,0.010865959495629204,0.07701818677524172,0.04184529527120845,
0.125,0.2,1.0,-0.4750000000000001,0.003309435414498858,0.9837153008596119,0.1812111587214167,0.0033642207028443355,0.01826286768347742,0.3423490137085005,0.17583634660179903,
0.125,0.25,0.5,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,0.5,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,0.5,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.2,0.875,-0.3,0.0016199992514423593,0.9607169814273776,0.28310919171140203,0.0016862398249410143,0.005722171158235535,0.13087722808122348,0.06708892021974115,
0.125,0.25,0.5,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,0.625,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,0.5,-0.3,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,0.625,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,0.625,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,0.625,-0.3,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,0.75,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,0.75,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,0.625,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,0.75,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,0.75,-0.3,0.0016412481819247724,0.9906191161174152,0.137296404945286,0.0016567903229946725,0.011954050672913295,0.4794273975550591,0.2426015460090106,
0.125,0.25,0.75,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,0.875,-0.4750000000000001,0.0,1.0,,0.0,,0.940918204969816,,
0.125,0.25,0.875,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,0.875,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,0.875,-0.3,0.0008031152024836511,0.9806119540828054,0.19788102011833464,0.0008189938853487555,0.004058576219201725,0.29532079413778833,0.14871781047833915,
0.125,0.25,1.0,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,1.0,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,1.0,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,1.0,-0.4750000000000001,0.0005905785743368718,0.9957091433790648,0.09273703382987027,0.0005931235766314578,0.006368314253185102,0.6314603197531388,0.31718175980019586,
0.125,0.3,0.5,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,0.5,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,0.875,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,0.5,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,0.5,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,0.5,-0.3,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,0.625,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,0.625,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,0.625,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,0.625,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.25,1.0,-0.3,0.0006193233390970348,0.9691096998317164,0.25050929667242444,0.0006390642182344647,0.002472256907522621,0.1807896727190252,0.09108100700648747,
0.125,0.3,0.75,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,0.75,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,0.75,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,0.625,-0.3,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,0.75,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,0.875,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,0.875,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,0.75,-0.3,0.0006257900973170719,0.995616807403637,0.09373171186025392,0.0006285451253716296,0.006676396759402754,0.6285695080087931,0.31580859689388857,
0.125,0.3,0.875,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,1.0,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,0.875,-0.3,2.5377773792363183e-16,0.9900065796930471,0.14172988125339744,2.563394431569551e-16,1.790573276992345e-15,0.4576786704497768,0.22883933522488883,
0.125,0.3,0.875,-0.4750000000000001,0.0149578720711192,0.9997202740919273,0.023653965243225463,0.014962057196534564,0.6323621395953121,0.9033643086936577,0.5826431994248517,
0.125,0.3,1.0,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.125,0.3,1.0,-0.3,0.002969408551586191,0.9838153504998223,0.18064905925731292,0.003018257968728602,0.016437442651481646,0.34290004505411886,0.17564298844797435,
0.125,0.3,1.0,-0.4750000000000001,2.600150520679914e-16,0.9976518234998972,0.06857007753407594,2.60627047770587e-16,3.791960887586524e-15,0.7228694678859778,0.36143473394298975,
0.16250000000000003,0.1,0.5,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.1,0.5,-0.4750000000000001,0.002214270353900069,0.9432005371404831,0.34198347816692354,0.0023476135172027933,0.006474787512451916,0.052650970876415064,0.028324726995858755,
0.16250000000000003,0.1,0.5,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.1,0.5,-0.65,0.0007339823026998475,0.98822878515313,0.1538897917457118,0.0007427250716633024,0.004769532107189301,0.4301420327447667,0.2162477403153202,
0.16250000000000003,0.1,0.5,-0.3,0.003689231792153844,0.9155875266471805,0.41997453070619906,0.004029359995073285,0.008784417916844377,0.0500170433558632,0.02797421325982246,
0.16250000000000003,0.1,0.625,-0.65,0.0016372180570144426,0.929571833772269,0.3821810614989079,0.001761260378079541,0.004283880657490719,0.03385556394875472,0.018312936219299365,
0.16250000000000003,0.1,0.625,-0.825,0.0009393929934100763,0.9732912940719262,0.2326880060005486,0.0009651714645758872,0.004037135431071,0.21577509119454613,0.10898452412286003,
0.16250000000000003,0.1,0.625,-0.4750000000000001,0.0011600174326178133,0.9030101009819179,0.4517112540709039,0.0012846117872992915,0.002568050767306604,0.04595482897196112,0.023876408175631667,
0.16250000000000003,0.1,0.625,-0.3,0.0006409366039956743,0.8778431464068687,0.5104651577813711,0.0007301265599872247,0.0012555932451518723,0.11576634337139086,0.05835332830272197,
0.125,0.3,1.0,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.1,0.75,-0.825,0.0004910289194363865,0.9150960773181788,0.42125100773209523,0.0005365872789112427,0.0011656444979917253,0.039293745939778336,0.020040978053160886,
0.16250000000000003,0.1,0.75,-1.0,0.00036589021977731284,0.9521671036001751,0.31309653495381895,0.0003842710114129755,0.0011686179146993142,0.0782793069874983,0.0394886583801129,
0.16250000000000003,0.1,0.75,-0.65,0.001268158183116899,0.889171339901376,0.48469643591653566,0.0014262247465098362,0.002616396757114333,0.0879673382529411,0.04493481590184637,
0.16250000000000003,0.1,0.75,-0.4750000000000001,0.002980875644459779,0.8656789316376142,0.5371055320860487,0.003443396276708342,0.005549888180973377,0.16611104437920762,0.08519851870881098,
0.16250000000000003,0.1,0.75,-0.3,0.0028678273200725994,0.8393500716170548,0.5918232827040759,0.003416723704306515,0.004845749405074645,0.2628073597230299,0.13339784685382183,
0.16250000000000003,0.1,0.875,-1.0,0.001141474025765626,0.90089225467904,0.45687985636588596,0.0012670483147863387,0.0024984118031491677,0.037746772673006385,0.019753183191568928,
0.16250000000000003,0.1,0.875,-0.825,0.0007390010698911066,0.8742937460489848,0.5183413054699321,0.0008452548869051993,0.0014257036089784948,0.12081878340344868,0.060948108889591596,
0.16250000000000003,0.1,0.625,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.1,0.875,-0.4750000000000001,0.006958537464569087,0.823640188701791,0.6229309696810237,0.008448516082067177,0.01117063977110057,0.30349005885454394,0.15651371220611224,
0.16250000000000003,0.1,0.875,-0.65,0.0005112861047725837,0.849069069964983,0.5720397358729208,0.0006021725638550753,0.000893794736116315,0.20616351584263448,0.10344116863769702,
0.16250000000000003,0.1,0.875,-0.3,0.0006130223084598703,0.7964195932009823,0.6747282302191775,0.0007697227767824917,0.0009085469986348982,0.4299283631712898,0.21537680781840662,
0.16250000000000003,0.1,1.0,-1.0,0.0022139053241848183,0.8613261862664177,0.546410081990595,0.002570344816843389,0.004051728540804861,0.1513570950221521,0.07725999666429004,
0.16250000000000003,0.1,1.0,-0.825,0.0055912394108355214,0.832601928386396,0.6053092038149723,0.006715381208061426,0.009236997183582594,0.2785847527227546,0.14315439016051226,
0.16250000000000003,0.1,1.0,-0.4750000000000001,0.00012778326981483743,0.780922224790527,0.7032491812024475,0.00016363123512434468,0.00018170411460180838,0.500968514777881,0.25056968758239817,
0.16250000000000003,0.15,0.5,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.1,1.0,-0.3,0.0008616979641650235,0.7544642680215163,0.750662836602825,0.0011421322245033433,0.0011479161111327895,0.6226399517613348,0.31189219877024493,
0.16250000000000003,0.15,0.5,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.1,1.0,-0.65,0.000129530788936863,0.806707415035638,0.6554299701299477,0.00016056724522045982,0.00019762719869398373,0.3817980239471065,0.19098670758685818,
0.16250000000000003,0.15,0.625,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.15,0.5,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.15,0.625,-0.4750000000000001,0.003706794240653536,0.9633309497809298,0.27334319249629324,0.0038478927756007077,0.013560953198802649,0.13335130916345792,0.0705422130541697,
0.16250000000000003,0.15,0.625,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.15,0.5,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.15,0.5,-0.3,0.002632545810737753,0.9512941113974561,0.31601262106211975,0.0027673311035187826,0.00833050845213003,0.0786423733476932,0.04181748769532824,
0.16250000000000003,0.15,0.625,-0.3,0.0009895888400554944,0.9160939930353349,0.41865569665873914,0.0010802263051353307,0.0023637295466258585,0.052398762500411776,0.026996195051071658,
0.16250000000000003,0.15,0.75,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.15,0.75,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.15,0.75,-0.65,0.004074640738005841,0.9766223675890604,0.21750960367664013,0.0041721763001833995,0.0187331532453316,0.2457510678887849,0.12787381748351379,
0.16250000000000003,0.15,0.625,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.15,0.75,-0.3,0.0014081555163079347,0.8785934470154811,0.5087887469774836,0.0016027384509456032,0.0027676624624134085,0.1359732623053201,0.0690209851804264,
0.16250000000000003,0.15,0.875,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.15,0.875,-0.65,0.00013441438449270852,0.9328537496944439,0.37284536323003387,0.00014408944927952685,0.00036050973875134147,0.0424349208535451,0.021332789209306674,
0.16250000000000003,0.15,0.875,-0.825,0.004887813653914841,0.9926338666745769,0.12160088141374716,0.004924085071818732,0.04019554461356287,0.5336361733479076,0.276334421118212,
0.16250000000000003,0.15,0.875,-0.4750000000000001,0.0012542497272264468,0.887798508411436,0.48787386774666996,0.001412763933725315,0.002570848348609891,0.1049288934299008,0.05340244556478998,
0.16250000000000003,0.15,0.875,-0.3,0.0001493008408112241,0.840348521506175,0.5898110794820773,0.0001776653795582042,0.0002531333269329691,0.24889597759174512,0.12455191507512661,
0.16250000000000003,0.15,1.0,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.15,1.0,-0.65,0.0012970962888189334,0.8962943249694639,0.4679453410416482,0.00144717671217137,0.0027718970038927877,0.0818501816495098,0.04191362323918487,
0.16250000000000003,0.15,1.0,-0.3,0.002617270021983288,0.8000569697393128,0.667940609899451,0.003271354526318973,0.003918417271226077,0.4346772506236038,0.2191037151239428,
0.16250000000000003,0.2,0.5,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.15,1.0,-0.825,0.0008221844725441206,0.941859036948623,0.34612034696351457,0.0008729379148693036,0.002375429470578883,0.05198108365490428,0.02672750909602871,
0.16250000000000003,0.15,1.0,-0.4750000000000001,0.00028980354619224306,0.8490623071377785,0.5720536596003185,0.00034132187984644267,0.0005066020316952828,0.23315728824140022,0.1167823610909931,
0.16250000000000003,0.15,0.75,-0.4750000000000001,0.003956587279925958,0.9247692888440705,0.39550215987218784,0.00427845873005468,0.010003958717202924,0.03797914841843746,0.02227390357167572,
0.16250000000000003,0.2,0.5,-0.3,0.0009444286995051593,0.9861840997889808,0.16680658192246522,0.000957659619670047,0.0056618191477848705,0.38055297460769977,0.19169614901930787,
0.16250000000000003,0.2,0.5,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.2,0.5,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.2,0.625,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.2,0.5,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.2,0.625,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.2,0.625,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.2,0.625,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.2,0.75,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.2,0.75,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.2,0.75,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.2,0.75,-0.4750000000000001,0.0029149021253340565,0.9792375424312153,0.20484637095074176,0.002976705823931122,0.014229698636130519,0.27940113863836774,0.14343952079358932,
0.16250000000000003,0.2,0.875,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.2,0.875,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.2,0.625,-0.3,0.0013151066035351395,0.9541051807532032,0.30653336121317226,0.001378366469735847,0.004290256037157978,0.0918604624121976,0.04720179235445115,
0.16250000000000003,0.2,0.875,-0.3,0.0013098079563776909,0.8920295636993817,0.4780292722840674,0.0014683458878450844,0.0027400162130643366,0.10066619496312638,0.05132160449052958,
0.16250000000000003,0.2,1.0,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.2,1.0,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.2,0.875,-0.4750000000000001,0.002083747319352828,0.9506931648707803,0.3180059832759051,0.0021918189531928154,0.006552541238021136,0.08342189480552181,0.04367900133632298,
0.16250000000000003,0.2,0.875,-0.65,1.815022557110545e-16,0.9990863565030492,0.042756312152001236,1.8166823389487273e-16,4.245040008731416e-15,0.8240468776252453,0.41202343881262354,
0.16250000000000003,0.25,0.5,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.2,1.0,-0.4750000000000001,0.005441456153359478,0.9226500976498487,0.40126100728833686,0.005897637802503289,0.013560889432372315,0.05353598897580216,0.03124946371512653,
0.16250000000000003,0.25,0.5,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.2,1.0,-0.3,0.004837300830550623,0.8549229484643357,0.5598998502670245,0.0056581716313241544,0.008639582290017836,0.22212628542327337,0.11448851065903749,
0.16250000000000003,0.25,0.5,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.2,0.75,-0.3,0.002404177329746045,0.9231207957393883,0.39998792294893354,0.0026044016284741634,0.006010624800921768,0.04852807986158275,0.026247485379517977,
0.16250000000000003,0.25,0.5,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.25,0.5,-0.3,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.25,0.625,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.25,0.625,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.25,0.625,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.25,0.625,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.25,0.625,-0.3,0.0012347054053298413,0.9814346406060299,0.19359673875042183,0.0012580617614911173,0.006377717999276737,0.3033499099955677,0.15332791712608654,
0.16250000000000003,0.25,0.75,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.25,0.75,-0.3,0.00043916826405321845,0.9586003827692865,0.29079540066682785,0.0004581348676318729,0.0015102311214212959,0.11453739067045633,0.05770818201980199,
0.16250000000000003,0.25,0.75,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.25,0.75,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.25,0.875,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.25,0.75,-0.4750000000000001,0.004912698696703587,0.9978289185694583,0.06593074582978754,0.004923387723130756,0.07451301566323291,0.7326883297689585,0.38272378433406506,
0.16250000000000003,0.2,1.0,-0.65,0.0015584542099707122,0.9740072557381697,0.22950605951613834,0.0016000437212237923,0.006790470862757875,0.2206775626547885,0.11217688861631296,
0.16250000000000003,0.25,0.875,-0.4750000000000001,0.0021677254157676817,0.9864134472871832,0.16540667698372022,0.002197582970663561,0.013105428724506903,0.38813127465769304,0.19734599796494698,
0.16250000000000003,0.25,0.875,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.25,1.0,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.25,0.875,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.25,0.875,-0.3,0.0037438883449316205,0.9346041875922455,0.3677829724198869,0.004005854408290412,0.010179613048146597,0.06321965234620129,0.034847505105217086,
0.16250000000000003,0.25,1.0,-0.3,0.008855259529675594,0.9078298547267467,0.43976878376355083,0.009754316170619693,0.020136171225915787,0.07986055824897402,0.046883808220856076,
0.16250000000000003,0.25,1.0,-0.65,0.007481146063520206,0.9966593889607447,0.08180700831508492,0.007506221354377519,0.09144871836293161,0.6737504613761969,0.35741684076699803,
0.16250000000000003,0.3,0.5,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.25,1.0,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.3,0.5,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.3,0.5,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.3,0.5,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.3,0.625,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.3,0.625,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.3,0.625,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.3,0.75,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.3,0.625,-0.3,0.003969523401441733,0.9925960370654442,0.12191388961947155,0.003999132792415819,0.03256005869250634,0.526640052056912,0.271031777604682,
0.16250000000000003,0.3,0.75,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.3,0.75,-0.4750000000000001,0.01308772607469491,0.9997430047432017,0.022672374519124044,0.013091090291895341,0.5772543173038833,0.9083103626279023,0.5735333718622965,
0.16250000000000003,0.3,0.5,-0.3,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.3,0.875,-0.825,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.3,0.875,-1.0,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.3,0.75,-0.3,0.000905984860638267,0.980644013862922,0.1977157350858471,0.0009238672123544281,0.004582259779399416,0.2943198328308871,0.14835352853502976,
0.16250000000000003,0.3,0.625,-0.4750000000000001,0.0,0.0,6.069708517540586,0.0,0.0,,,
0.16250000000000003,0.3,0.875,-0.65,0.0,0.0,6.069708517540586,0.0,0.0,,,
